,Unnamed: 0,state,startdate,enddate,pollster,grade,samplesize,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,pop_type__a,pop_type__lv,pop_type__rv,pop_type__v,poll_wt,duration
1020,1020,California,2016-09-12,2016-09-14,Insights West,0.333333333,525.0,57.0,30.0,2.0,0.0,59.69646,33.41259,-1.361062,0.0,0,1,0,0,0.0,2
1021,1021,Pennsylvania,2016-08-26,2016-08-29,Monmouth University,1.0,403.0,48.0,40.0,6.0,0.0,49.35268,43.04426,2.812382,0.0,0,1,0,0,0.1001075,3
1022,1022,Georgia,2016-09-09,2016-09-13,Emerson College,0.555555556,600.0,39.0,45.0,6.0,0.0,41.13737,45.79131,2.491441,0.0,0,1,0,0,0.0997812,4
1023,1023,Maine,2016-10-07,2016-10-09,Maine People's Resource Center,0.222222222,875.0,44.0,36.1,8.8,0.0,45.97712,40.00915,5.880101,0.0,0,1,0,0,0.0992822,2
1024,1024,Indiana,2016-10-25,2016-10-31,Google Consumer Surveys,0.555555556,778.0,36.46,33.82,6.23,0.0,41.87252,40.35155,5.288244,0.0,0,1,0,0,0.0992286,6
1025,1025,Washington,2016-09-12,2016-09-14,Insights West,0.333333333,500.0,38.0,28.0,14.0,0.0,40.87848,31.64705,10.63894,0.0,0,1,0,0,0.0990998,2
1026,1026,Colorado,2016-09-09,2016-09-13,Emerson College,0.555555556,600.0,38.0,42.0,13.0,0.0,40.58339,43.36655,9.491441,0.0,0,1,0,0,0.0,4
1027,1027,Maine,2016-09-02,2016-09-05,Emerson College,0.555555556,802.0,44.0,35.0,12.0,0.0,46.92659,36.99561,8.283607,0.0,0,1,0,0,0.0984512,3
1028,1028,Alabama,2016-10-07,2016-10-27,Ipsos,0.777777778,465.0,38.93,51.28,7.381739907,0.0,37.71573,52.31562,4.65976141,0.0,0,1,0,0,0.0,20
1029,1029,U.S.,2016-10-31,2016-11-06,USC Dornsife/LA Times,0.333333333,2969.0,43.23,47.98,7.381739907,0.0,44.98547,44.55796,4.65976141,0.0,0,1,0,0,0.0979316,6
1030,1030,U.S.,2016-10-22,2016-10-27,IBD/TIPP,0.777777778,956.0,43.8,40.8,7.3,0.0,45.76269,42.13348,5.636624,0.0,0,1,0,0,0.0974791,5
1031,1031,Arizona,2016-09-12,2016-09-14,Insights West,0.333333333,500.0,33.0,37.0,8.0,0.0,35.71858,40.44109,4.638938,0.0,0,1,0,0,0.0,2
1032,1032,U.S.,2016-09-27,2016-09-29,Fox News/Anderson Robbins Research/Shaw & Company Research,0.888888889,915.0,43.0,40.0,8.0,0.0,45.69094,43.05621,4.853173,0.0,0,1,0,0,0.0968037,2
1033,1033,Arizona,2016-10-17,2016-10-18,Data Orbital,0.333333333,552.0,41.0,41.0,5.0,0.0,41.74547,43.71492,3.673326,0.0,0,1,0,0,0.0,1
1034,1034,U.S.,2016-09-12,2016-09-25,RAND (American Life Panel),0.444444444,2508.5,43.3,33.4,9.8,0.0,44.85952,38.50826,5.404251,0.0,0,1,0,0,0.0961127,13
1035,1035,U.S.,2016-10-24,2016-10-28,Ipsos,0.777777778,1192.0,41.0,38.1,5.9,0.0,41.12287,39.40561,5.85757,0.0,0,1,0,0,0.0959451,4
1036,1036,New York,2016-09-11,2016-09-15,Siena College,0.888888889,600.0,51.0,30.0,8.0,0.0,53.6834,34.32684,3.629644,0.0,0,1,0,0,0.0957313,4
1037,1037,South Carolina,2016-09-07,2016-09-09,Starboard Communications,0.333333333,600.0,35.0,48.0,7.0,0.0,38.21612,50.63049,2.828246,0.0,0,1,0,0,0.095599,2
1038,1038,Georgia,2016-10-14,2016-10-27,Ipsos,0.777777778,600.0,43.11,47.84,7.381739907,0.0,41.71573,48.34739,4.65976141,0.0,0,1,0,0,0.0949422,13
1039,1039,Kentucky,2016-09-14,2016-09-16,Google Consumer Surveys,0.555555556,802.0,23.9,35.4,7.4,0.0,32.63336,47.11359,3.444139,0.0,1,0,0,0,0.0934898,2
1040,1040,U.S.,2016-09-01,2016-09-27,Public Religion Research Institute,0.333333333,1290.0,49.0,41.0,4.0,0.0,50.30697,45.02144,1.71049,0.0,0,1,0,0,0.0929268,26
1041,1041,North Carolina,2016-08-30,2016-09-02,YouGov,0.555555556,1083.0,46.0,42.0,4.0,0.0,49.15298,45.36491,1.144214,0.0,0,1,0,0,0.0926474,3
1042,1042,Virginia,2016-10-25,2016-10-31,Google Consumer Surveys,0.555555556,649.0,38.73,33.85,5.73,0.0,44.14459,40.38993,4.788244,0.0,0,1,0,0,0.0924499,6
1043,1043,North Carolina,2016-10-25,2016-10-31,Google Consumer Surveys,0.555555556,738.0,34.4,40.6,5.27,0.0,39.80344,47.09468,4.328244,0.0,0,1,0,0,0.0920679,6
1044,1044,California,2016-10-28,2016-11-03,Ipsos,0.777777778,738.0,60.4,30.34,7.381739907,0.0,59.84241,29.88058,4.65976141,0.0,0,1,0,0,0.0,6
1045,1045,U.S.,2016-10-24,2016-10-30,CVOTER International,0.333333333,1290.0,48.81,47.71,7.381739907,0.0,46.66634,44.54563,4.65976141,0.0,0,1,0,0,0.0902442,6
1046,1046,Michigan,2016-10-21,2016-10-27,Ipsos,0.777777778,341.0,41.34,37.11,7.381739907,0.0,39.70369,37.16785,4.65976141,0.0,0,1,0,0,0.0895408,6
1047,1047,Delaware,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,552.0,52.0,36.0,7.0,0.0,50.61913,37.22035,3.611826,0.0,0,1,0,0,0.0884241,8
1048,1048,New Jersey,2016-10-14,2016-10-27,Ipsos,0.777777778,802.0,50.95,34.25,7.381739907,0.0,50.28137,35.81005,4.65976141,0.0,0,1,0,0,0.0879988,13
1049,1049,U.S.,2016-09-17,2016-09-20,American Research Group,0.333333333,1000.0,47.0,44.0,7.381739907,0.0,47.17146,44.57127,4.65976141,0.0,0,0,1,0,0.0870721,3
1050,1050,South Carolina,2016-10-07,2016-10-27,Ipsos,0.777777778,286.0,43.53,48.62,7.381739907,0.0,42.44657,49.84539,4.65976141,0.0,0,1,0,0,0.0869974,20
1051,1051,Nevada,2016-09-12,2016-09-14,Insights West,0.333333333,403.0,40.0,42.0,5.0,0.0,42.66753,45.37534,1.638938,0.0,0,1,0,0,0.0866482,2
1052,1052,U.S.,2016-10-21,2016-10-26,IBD/TIPP,0.777777778,956.0,42.6,41.4,7.5,0.0,44.52616,42.92971,5.735613,0.0,0,1,0,0,0.08583,5
1053,1053,Nebraska,2016-10-13,2016-11-02,Ipsos,0.777777778,341.0,31.34,52.38,7.381739907,0.0,29.693,52.65447,4.65976141,0.0,0,1,0,0,0.0855995,20
1054,1054,Texas,2016-08-12,2016-08-14,Public Policy Polling,0.666666667,956.0,38.0,44.0,6.0,0.0,39.14972,47.93856,3.292992,0.0,0,1,0,0,0.0855639,2
1055,1055,Kansas,2016-09-06,2016-09-11,SurveyUSA,0.888888889,600.0,36.0,48.0,8.0,0.0,37.25072,50.07686,5.02071,0.0,0,1,0,0,0.0853714,5
1056,1056,U.S.,2016-10-28,2016-11-03,CVOTER International,0.333333333,1415.0,48.53,48.44,7.381739907,0.0,46.59161,44.62636,4.65976141,0.0,0,1,0,0,0.0853499,6
1057,1057,Connecticut,2016-10-07,2016-10-27,Ipsos,0.777777778,403.0,51.05,36.25,7.381739907,0.0,49.40938,37.44158,4.65976141,0.0,0,1,0,0,0.0839681,20
1058,1058,Michigan,2016-10-25,2016-10-31,Google Consumer Surveys,0.555555556,677.5,37.5,34.9,7.19,0.0,42.9267,41.48911,6.248244,0.0,0,1,0,0,0.0837572,6
1059,1059,U.S.,2016-10-23,2016-10-27,Ipsos,0.777777778,1157.5,41.7,36.4,6.3,0.0,41.79086,37.93496,6.165143,0.0,0,1,0,0,0.0836926,4
1060,1060,Kentucky,2016-10-07,2016-10-27,Ipsos,0.777777778,465.0,37.65,56.14,7.381739907,0.0,36.40001,57.4368,4.65976141,0.0,0,1,0,0,0.0835583,20
1061,1061,Michigan,2016-08-22,2016-08-24,Suffolk University,0.666666667,500.0,43.6,37.2,5.4,0.0,46.18322,41.24046,2.885011,0.0,0,1,0,0,0.0833553,2
1062,1062,Wisconsin,2016-10-25,2016-10-31,Google Consumer Surveys,0.555555556,802.0,41.21,28.69,5.29,0.0,46.64497,35.31264,4.348244,0.0,0,1,0,0,0.0828822,6
1063,1063,Virginia,2016-10-14,2016-10-27,Ipsos,0.777777778,702.0,48.11,39.3,7.381739907,0.0,46.83083,40.1064,4.65976141,0.0,0,1,0,0,0.0826378,13
1064,1064,North Carolina,2016-08-20,2016-08-23,Monmouth University,1.0,403.0,44.0,42.0,7.0,0.0,45.17937,45.12643,3.82752,0.0,0,1,0,0,0.0823025,3
1065,1065,Florida,2016-10-28,2016-11-03,Ipsos,0.777777778,915.0,47.88,46.89,7.381739907,0.0,47.79242,46.89574,4.65976141,0.0,0,1,0,0,0.0822141,6
1066,1066,Virginia,2016-09-09,2016-09-11,Public Policy Polling,0.666666667,875.0,45.0,39.0,6.0,0.0,46.76358,41.48198,3.390742,0.0,0,1,0,0,0.0820717,2
1067,1067,Missouri,2016-08-26,2016-08-27,Public Policy Polling,0.666666667,1041.0,41.0,47.0,7.381739907,0.0,40.02211,47.15478,4.65976141,0.0,0,1,0,0,0.0820186,1
1068,1068,Mississippi,2016-10-13,2016-11-02,Ipsos,0.777777778,249.0,31.66,56.41,7.381739907,0.0,31.21768,57.52784,4.65976141,0.0,0,1,0,0,0.0814202,20
1069,1069,Ohio,2016-09-22,2016-09-23,Gravis Marketing,0.444444444,837.0,42.0,43.0,6.0,0.0,43.96855,45.28018,3.322605,0.0,0,0,1,0,0.0813269,1
1070,1070,West Virginia,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,138.5,24.58,47.56,7.45,0.0,29.91036,55.3942,5.81594,0.0,0,1,0,0,0.0810648,4
1071,1071,Pennsylvania,2016-10-25,2016-10-27,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,47.0,40.0,5.0,0.0,47.64581,41.5618,4.531338,0.0,0,1,0,0,0.0809924,2
1072,1072,New Hampshire,2016-10-25,2016-10-27,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,47.0,39.0,8.0,0.0,47.70671,40.91926,7.531338,0.0,0,1,0,0,0.0809924,2
1073,1073,North Carolina,2016-10-25,2016-10-27,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,47.0,44.0,5.0,0.0,47.6372,45.51126,4.531338,0.0,0,1,0,0,0.0809924,2
1074,1074,Nevada,2016-10-25,2016-10-27,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,43.0,42.0,8.0,0.0,43.65744,43.63009,7.531338,0.0,0,1,0,0,0.0809924,2
1075,1075,Ohio,2016-10-25,2016-10-27,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,46.0,42.0,4.0,0.0,46.65642,43.6241,3.531338,0.0,0,1,0,0,0.0809924,2
1076,1076,South Dakota,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,138.5,29.92,41.88,7.53,0.0,35.2542,49.76352,5.89594,0.0,0,1,0,0,0.0801231,4
1077,1077,Arizona,2016-08-18,2016-08-23,CNN/Opinion Research Corp.,0.777777778,802.0,38.0,45.0,12.0,0.0,39.64687,46.792,7.866549,0.0,0,1,0,0,0.0,5
1078,1078,U.S.,2016-09-08,2016-09-13,Quinnipiac University,0.777777778,956.0,41.0,39.0,13.0,0.0,43.91534,41.20275,9.320285,0.0,0,1,0,0,0.080052,5
1079,1079,Oregon,2016-10-07,2016-10-27,Ipsos,0.777777778,600.0,46.26,37.69,7.381739907,0.0,44.43735,38.67768,4.65976141,0.0,0,1,0,0,0.0798224,20
1080,1080,Florida,2016-10-25,2016-10-27,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,42.0,48.0,2.0,0.0,42.65446,49.61259,1.531338,0.0,0,1,0,0,0.0797711,2
1081,1081,Texas,2016-10-25,2016-10-31,Google Consumer Surveys,0.555555556,1251.0,31.53,43.03,7.74,0.0,36.94571,49.57449,6.798244,0.0,0,1,0,0,0.079602,6
1082,1082,Rhode Island,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,525.0,48.0,37.0,8.0,0.0,46.66343,38.66491,4.611826,0.0,0,1,0,0,0.07955,8
1083,1083,North Dakota,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,341.0,31.0,54.0,10.0,0.0,29.64287,55.45858,6.611827,0.0,0,1,0,0,0.0794005,8
1084,1084,Vermont,2016-09-16,2016-10-06,Ipsos,0.777777778,101.0,46.34,21.29,7.381739907,0.0,46.13985,22.27771,4.65976141,0.0,0,1,0,0,0.0793479,20
1085,1085,Missouri,2016-10-09,2016-10-11,Remington,0.333333333,2183.0,42.0,47.0,4.0,0.0,42.34168,48.6708,2.904742,0.0,0,1,0,0,0.0792295,2
1086,1086,Vermont,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,101.0,55.01,14.83,8.95,0.0,60.36241,22.94804,7.31594,0.0,0,1,0,0,0.0792268,4
1087,1087,South Carolina,2016-08-18,2016-08-21,Feldman Group,0.444444444,600.0,39.0,39.0,5.0,0.0,40.73744,44.30519,1.326272,0.0,0,1,0,0,0.079044,3
1088,1088,New Jersey,2016-10-25,2016-10-31,Google Consumer Surveys,0.555555556,915.0,38.54,33.18,5.82,0.0,43.9721,39.79101,4.878244,0.0,0,1,0,0,0.0789844,6
1089,1089,North Dakota,2016-09-23,2016-10-13,Ipsos,0.777777778,101.0,34.67,44.9,7.381739907,0.0,33.00653,45.40984,4.65976141,0.0,0,1,0,0,0.0789414,20
1090,1090,North Carolina,2016-08-18,2016-08-23,CNN/Opinion Research Corp.,0.777777778,802.0,45.0,45.0,9.0,0.0,46.39397,46.40237,4.866549,0.0,0,1,0,0,0.0787767,5
1091,1091,U.S.,2016-11-01,2016-11-03,The Times-Picayune/Lucid,0.333333333,2615.0,44.0,39.0,6.0,0.0,44.41354,41.49658,4.692698,0.0,0,1,0,0,0.078696,2
1092,1092,U.S.,2016-10-30,2016-11-05,USC Dornsife/LA Times,0.333333333,2969.0,42.63,48.16,7.381739907,0.0,44.39404,44.80749,4.65976141,0.0,0,1,0,0,0.07812,6
1093,1093,U.S.,2016-09-19,2016-09-22,ABC News/Washington Post,1.0,649.0,46.0,44.0,5.0,0.0,46.44742,45.67364,2.16747,0.0,0,1,0,0,0.0779041,3
1094,1094,Illinois,2016-10-21,2016-10-27,Ipsos,0.777777778,465.0,55.55,34.57,7.381739907,0.0,54.54634,35.22175,4.65976141,0.0,0,1,0,0,0.0769429,6
1095,1095,Alaska,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,434.0,33.0,45.0,16.0,0.0,31.63723,46.40195,12.61183,0.0,0,1,0,0,0.0,8
1096,1096,U.S.,2016-10-22,2016-10-26,Ipsos,0.777777778,1192.0,42.3,36.7,6.6,0.0,42.35433,38.43119,6.364131,0.0,0,1,0,0,0.0767463,4
1097,1097,Nevada,2016-09-06,2016-09-07,Public Policy Polling,0.666666667,802.0,45.0,42.0,7.381739907,0.0,44.10938,41.95399,4.65976141,0.0,0,1,0,0,0.0764486,1
1098,1098,U.S.,2016-10-20,2016-10-25,IBD/TIPP,0.777777778,915.0,41.8,41.2,8.0,0.0,43.70783,42.90804,6.100326,0.0,0,1,0,0,0.0760508,5
1099,1099,Maine,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,101.0,46.47,26.61,7.57,0.0,51.82146,34.71584,5.93594,0.0,0,1,0,0,0.0759528,4
1100,1100,U.S.,2016-10-27,2016-10-30,Morning Consult,0.333333333,837.0,51.0,48.0,7.381739907,0.0,51.47529,49.15202,4.65976141,0.0,0,1,0,0,0.0758085,3
1101,1101,Ohio,2016-10-25,2016-10-31,Google Consumer Surveys,0.555555556,1000.0,33.35,35.38,6.46,0.0,38.77352,41.9562,5.518244,0.0,0,1,0,0,0.0754997,6
1102,1102,Idaho,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,174.0,27.77,37.57,6.67,0.0,33.103,45.43821,5.03594,0.0,0,1,0,0,0.0743503,4
1103,1103,Hawaii,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,525.0,49.0,31.0,8.0,0.0,47.64529,32.48287,4.611826,0.0,0,1,0,0,0.0742189,8
1104,1104,U.S.,2016-09-22,2016-09-25,Public Religion Research Institute,0.333333333,465.0,43.0,43.0,7.381739907,0.0,41.70695,44.60085,4.65976141,0.0,0,1,0,0,0.0741343,3
1105,1105,Iowa,2016-08-31,2016-09-01,Emerson College,0.555555556,600.0,39.0,44.0,8.0,0.0,41.7254,45.80754,4.25326,0.0,0,1,0,0,0.0734513,1
1106,1106,Michigan,2016-08-25,2016-08-28,Emerson College,0.555555556,802.0,44.9,39.5,6.5,0.0,47.4734,41.27169,2.743434,0.0,0,1,0,0,0.0731356,3
1107,1107,U.S.,2016-09-10,2016-09-16,Saint Leo University,0.333333333,1000.0,46.2,41.0,9.3,0.0,47.23742,46.47872,4.941396,0.0,0,1,0,0,0.0731116,6
1108,1108,Ohio,2016-08-18,2016-08-21,Monmouth University,1.0,403.0,43.0,39.0,10.0,0.0,44.23788,42.59518,6.843806,0.0,0,1,0,0,0.0730411,3
1109,1109,Alaska,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,101.0,37.32,33.15,10.35,0.0,42.65957,41.10276,8.71594,0.0,0,1,0,0,0.0,4
1110,1110,Wyoming,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,101.0,20.8,52.8,9.51,0.0,26.13374,60.67764,7.87594,0.0,0,1,0,0,0.0730251,4
1111,1111,Montana,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,500.0,35.0,51.0,9.0,0.0,33.63522,52.38176,5.611827,0.0,0,1,0,0,0.0725039,8
1112,1112,Missouri,2016-08-19,2016-08-22,Monmouth University,1.0,403.0,43.0,44.0,8.0,0.0,44.24393,47.3857,4.832047,0.0,0,1,0,0,0.0720486,3
1113,1113,Pennsylvania,2016-10-21,2016-10-27,Ipsos,0.777777778,434.0,48.03,45.87,7.381739907,0.0,46.94845,46.39083,4.65976141,0.0,0,1,0,0,0.0714706,6
1114,1114,U.S.,2016-08-24,2016-08-29,Suffolk University,0.666666667,1000.0,42.0,35.0,9.0,0.0,44.58563,38.87337,6.4733,0.0,0,1,0,0,0.0714137,5
1115,1115,Colorado,2016-10-03,2016-10-04,Gravis Marketing,0.444444444,1251.0,40.0,40.0,10.0,0.0,40.93428,42.79353,7.981448,0.0,0,0,1,0,0.0,1
1116,1116,U.S.,2016-09-01,2016-09-04,CNN/Opinion Research Corp.,0.777777778,778.0,43.0,45.0,7.0,0.0,44.73893,46.17627,2.879951,0.0,0,1,0,0,0.0707171,3
1117,1117,U.S.,2016-10-21,2016-10-25,Ipsos,0.777777778,1192.0,43.1,36.4,6.6,0.0,43.136,38.30952,6.228844,0.0,0,1,0,0,0.0704728,4
1118,1118,West Virginia,2016-10-14,2016-11-02,Ipsos,0.777777778,207.0,33.94,57.74,7.381739907,0.0,32.68414,58.21232,4.65976141,0.0,0,1,0,0,0.0696862,19
1119,1119,Indiana,2016-09-06,2016-09-08,Public Opinion Strategies,0.555555556,600.0,36.0,43.0,11.0,0.0,38.62227,47.60618,6.391212,0.0,0,1,0,0,0.0695659,2
1120,1120,Illinois,2016-10-25,2016-10-31,Google Consumer Surveys,0.555555556,1192.0,42.66,28.26,7.16,0.0,48.08068,34.82465,6.218244,0.0,0,1,0,0,0.0691267,6
1121,1121,U.S.,2016-10-27,2016-11-02,CVOTER International,0.333333333,1327.0,48.78,48.22,7.381739907,0.0,46.79931,44.56131,4.65976141,0.0,0,1,0,0,0.0689088,6
1122,1122,South Carolina,2016-08-09,2016-08-10,Public Policy Polling,0.666666667,1290.0,39.0,41.0,5.0,0.0,40.54227,45.68012,2.013654,0.0,0,0,0,1,0.0687825,1
1123,1123,Pennsylvania,2016-10-25,2016-10-31,Google Consumer Surveys,0.555555556,1041.0,36.86,39.45,4.27,0.0,42.27243,45.98119,3.328244,0.0,0,1,0,0,0.0685249,6
1124,1124,Ohio,2016-10-21,2016-10-27,Ipsos,0.777777778,500.0,44.85,45.17,7.381739907,0.0,43.48971,45.4834,4.65976141,0.0,0,1,0,0,0.0684705,6
1125,1125,Maine,2016-10-07,2016-10-27,Ipsos,0.777777778,207.0,45.5,39.17,7.381739907,0.0,43.30573,39.98436,4.65976141,0.0,0,1,0,0,0.0681158,20
1126,1126,Iowa,2016-09-06,2016-09-08,RABA Research,0.333333333,1041.0,39.0,40.0,10.0,0.0,42.25824,44.52429,6.235982,0.0,0,1,0,0,0.0679054,2
1127,1127,Nevada,2016-10-24,2016-10-26,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,44.0,43.0,8.0,0.0,44.62537,44.85991,7.43891,0.0,0,1,0,0,0.0674295,2
1128,1128,New Hampshire,2016-10-24,2016-10-26,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,48.0,39.0,6.0,0.0,48.66873,41.19135,5.43891,0.0,0,1,0,0,0.0674295,2
1129,1129,New Mexico,2016-10-07,2016-10-27,Ipsos,0.777777778,138.5,48.54,39.41,7.381739907,0.0,43.9759,37.55999,4.65976141,0.0,0,1,0,0,0.0671634,20
1130,1130,New York,2016-10-21,2016-10-27,Ipsos,0.777777778,500.0,51.97,30.28,7.381739907,0.0,51.21643,31.2246,4.65976141,0.0,0,1,0,0,0.0671413,6
1131,1131,Hawaii,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,66.0,46.73,27.11,7.57,0.0,52.07689,35.157,5.93594,0.0,0,1,0,0,0.0668898,4
1132,1132,Arkansas,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,207.0,36.72,38.33,6.66,0.0,42.04025,46.03395,5.02594,0.0,0,1,0,0,0.0,4
1133,1133,New Hampshire,2016-10-07,2016-10-27,Ipsos,0.777777778,174.0,44.41,40.21,7.381739907,0.0,42.10359,41.02376,4.65976141,0.0,0,1,0,0,0.0662415,20
1134,1134,Delaware,2016-10-07,2016-10-27,Ipsos,0.777777778,101.0,47.87,36.17,7.381739907,0.0,46.29243,37.17253,4.65976141,0.0,0,1,0,0,0.0661944,20
1135,1135,Montana,2016-10-07,2016-10-27,Ipsos,0.777777778,101.0,31.59,47.82,7.381739907,0.0,28.38613,47.41719,4.65976141,0.0,0,1,0,0,0.066028,20
1136,1136,Florida,2016-09-07,2016-09-09,YouGov,0.555555556,1192.0,44.0,42.0,5.0,0.0,47.23942,45.33057,2.286246,0.0,0,1,0,0,0.0659223,2
1137,1137,New York,2016-10-25,2016-10-31,Google Consumer Surveys,0.555555556,1226.0,42.3,30.2,5.21,0.0,47.72733,36.79164,4.268244,0.0,0,1,0,0,0.0658565,6
1138,1138,Idaho,2016-10-07,2016-10-27,Ipsos,0.777777778,174.0,30.1,53.87,7.381739907,0.0,27.99777,54.4971,4.65976141,0.0,0,1,0,0,0.0658414,20
1139,1139,U.S.,2016-10-19,2016-10-24,IBD/TIPP,0.777777778,875.0,41.6,40.8,8.4,0.0,43.50785,42.65813,6.366364,0.0,0,1,0,0,0.0657466,5
1140,1140,Vermont,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,465.0,53.0,25.0,9.0,0.0,51.65137,26.54386,5.611827,0.0,0,1,0,0,0.06555,8
1141,1141,California,2016-09-07,2016-09-13,YouGov,0.555555556,1415.0,50.0,33.0,6.0,0.0,53.26923,36.30931,3.352577,0.0,0,1,0,0,0.0,6
1142,1142,Florida,2016-10-25,2016-10-31,Google Consumer Surveys,0.555555556,1290.0,36.5,44.1,3.37,0.0,41.92147,50.66787,2.428244,0.0,0,1,0,0,0.0641021,6
1143,1143,U.S.,2016-08-28,2016-09-01,George Washington University (Battleground),0.555555556,1000.0,42.0,40.0,11.0,0.0,44.99749,43.31367,6.336685,0.0,0,1,0,0,0.0637757,4
1144,1144,Ohio,2016-10-07,2016-10-20,Ipsos,0.777777778,1799.0,43.41,42.75,7.381739907,0.0,41.80012,43.88145,4.65976141,0.0,0,1,0,0,0.0637419,13
1145,1145,Rhode Island,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,66.0,46.65,28.26,7.94,0.0,52.01336,36.51902,6.30594,0.0,0,1,0,0,0.0637101,4
1146,1146,District of Columbia,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,66.0,61.66,11.14,7.4,0.0,67.02351,19.40101,5.76594,0.0,0,1,0,0,0.0633228,4
1147,1147,U.S.,2016-10-20,2016-10-24,Ipsos,0.777777778,1157.5,42.5,37.7,6.9,0.0,42.53602,39.75961,6.394883,0.0,0,1,0,0,0.0623017,4
1148,1148,U.S.,2016-10-29,2016-11-04,USC Dornsife/LA Times,0.333333333,2969.0,42.56,47.96,7.381739907,0.0,44.30183,44.69964,4.65976141,0.0,0,1,0,0,0.0622146,6
1149,1149,North Dakota,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,66.0,19.8,46.07,6.22,0.0,25.14469,54.08871,4.58594,0.0,0,1,0,0,0.0621939,4
1150,1150,Florida,2016-08-18,2016-08-24,icitizen,0.333333333,600.0,42.0,37.0,8.0,0.0,45.90239,43.72286,3.475313,0.0,0,0,1,0,0.0617389,6
1151,1151,Oklahoma,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,249.0,30.59,40.34,8.99,0.0,35.90735,48.0066,7.35594,0.0,0,1,0,0,0.061634,4
1152,1152,Montana,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,174.0,27.82,38.99,7.51,0.0,33.15775,46.91924,5.87594,0.0,0,1,0,0,0.0613649,4
1153,1153,U.S.,2016-10-26,2016-11-01,CVOTER International,0.333333333,1367.0,48.81,48.14,7.381739907,0.0,46.77929,44.65897,4.65976141,0.0,0,1,0,0,0.0612339,6
1154,1154,California,2016-08-23,2016-08-30,Tulchin Research,0.555555556,600.0,49.0,35.0,7.381739907,0.0,50.92435,37.15047,4.65976141,0.0,0,0,1,0,0.0,7
1155,1155,Nevada,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,249.0,36.38,33.18,8.3,0.0,41.70558,40.95258,6.66594,0.0,0,1,0,0,0.06097,4
1156,1156,New Mexico,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,1157.5,43.0,35.0,19.0,0.0,41.62889,36.31822,15.61183,0.0,0,1,0,0,0.0609067,8
1157,1157,California,2016-10-21,2016-10-27,Ipsos,0.777777778,702.0,65.14,26.16,7.381739907,0.0,64.13215,26.85332,4.65976141,0.0,0,1,0,0,0.0,6
1158,1158,Pennsylvania,2016-10-26,2016-10-30,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,44.0,42.0,5.0,0.0,44.65727,43.14425,4.760954,0.0,0,1,0,0,0.0596156,4
1159,1159,Ohio,2016-10-26,2016-10-30,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,48.0,41.0,4.0,0.0,48.66836,42.18925,3.760954,0.0,0,1,0,0,0.0596156,4
1160,1160,Nevada,2016-10-26,2016-10-30,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,43.0,41.0,9.0,0.0,43.66943,42.19358,8.760954,0.0,0,1,0,0,0.0596156,4
1161,1161,New Hampshire,2016-10-26,2016-10-30,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,46.0,40.0,6.0,0.0,46.72089,41.40244,5.760954,0.0,0,1,0,0,0.0596156,4
1162,1162,North Carolina,2016-10-26,2016-10-30,Rasmussen Reports/Pulse Opinion Research,0.333333333,525.0,44.0,46.0,5.0,0.0,44.64828,47.10775,4.760954,0.0,0,1,0,0,0.0596156,4
